Item	workerid	Rating	Partitive	StrengthSome	Mention	Subjecthood	Modification	Sentence	SentenceLength	Trial
121757:115	136	1	no	5.9	med	other	unmodified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	12
121757:115	192	1	no	5.9	med	other	unmodified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	12
121757:115	103	2	no	5.9	med	other	unmodified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	12
121757:115	186	1	no	5.9	med	other	unmodified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	12
121757:115	131	1	no	5.9	med	other	unmodified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	12
121757:115	124	1	no	5.9	med	other	unmodified	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit to start with  with some apples sliced up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips  around and peanuts.	59	12
39653:15	192	1	no	6.6	new	other	modified	and you can put some cucumber slices on too.	9	12
39653:15	95	2	no	6.6	new	other	modified	and you can put some cucumber slices on too.	9	12
39653:15	152	1	no	6.6	new	other	modified	and you can put some cucumber slices on too.	9	12
39653:15	216	2	no	6.6	new	other	modified	and you can put some cucumber slices on too.	9	12
39653:15	103	2	no	6.6	new	other	modified	and you can put some cucumber slices on too.	9	12
39653:15	162	7	no	6.6	new	other	modified	and you can put some cucumber slices on too.	9	12
39653:15	48	1	no	6.6	new	other	modified	and you can put some cucumber slices on too.	9	12
39653:15	174	1	no	6.6	new	other	modified	and you can put some cucumber slices on too.	9	12
39653:15	84	7	no	6.6	new	other	modified	and you can put some cucumber slices on too.	9	12
39653:15	177	5	no	6.6	new	other	modified	and you can put some cucumber slices on too.	9	12
6581:42	46	5	no	5.9	med	other	unmodified	but i guess, they, you could put some money  aside while you were there, your expenses and,	18	12
6581:42	201	6	no	5.9	med	other	unmodified	but i guess, they, you could put some money  aside while you were there, your expenses and,	18	12
6581:42	231	5	no	5.9	med	other	unmodified	but i guess, they, you could put some money  aside while you were there, your expenses and,	18	12
6581:42	35	6	no	5.9	med	other	unmodified	but i guess, they, you could put some money  aside while you were there, your expenses and,	18	12
6581:42	187	4	no	5.9	med	other	unmodified	but i guess, they, you could put some money  aside while you were there, your expenses and,	18	12
6581:42	130	5	no	5.9	med	other	unmodified	but i guess, they, you could put some money  aside while you were there, your expenses and,	18	12
6581:42	81	3	no	5.9	med	other	unmodified	but i guess, they, you could put some money  aside while you were there, your expenses and,	18	12
6581:42	233	6	no	5.9	med	other	unmodified	but i guess, they, you could put some money  aside while you were there, your expenses and,	18	12
6581:42	113	6	no	5.9	med	other	unmodified	but i guess, they, you could put some money  aside while you were there, your expenses and,	18	12
6581:42	206	7	no	5.9	med	other	unmodified	but i guess, they, you could put some money  aside while you were there, your expenses and,	18	12
156671:38	134	7	yes	4.1	old	other	unmodified	but if you could find a way to prevent some of it , and i'm not sure what it would be . it would be money better  spent than,	30	12
156671:38	182	6	yes	4.1	old	other	unmodified	but if you could find a way to prevent some of it , and i'm not sure what it would be . it would be money better  spent than,	30	12
156671:38	240	1	yes	4.1	old	other	unmodified	but if you could find a way to prevent some of it , and i'm not sure what it would be . it would be money better  spent than,	30	12
156671:38	199	7	yes	4.1	old	other	unmodified	but if you could find a way to prevent some of it , and i'm not sure what it would be . it would be money better  spent than,	30	12
156671:38	110	7	yes	4.1	old	other	unmodified	but if you could find a way to prevent some of it , and i'm not sure what it would be . it would be money better  spent than,	30	12
156671:38	69	7	yes	4.1	old	other	unmodified	but if you could find a way to prevent some of it , and i'm not sure what it would be . it would be money better  spent than,	30	12
156671:38	216	7	yes	4.1	old	other	unmodified	but if you could find a way to prevent some of it , and i'm not sure what it would be . it would be money better  spent than,	30	12
156671:38	220	5	yes	4.1	old	other	unmodified	but if you could find a way to prevent some of it , and i'm not sure what it would be . it would be money better  spent than,	30	12
156671:38	52	5	yes	4.1	old	other	unmodified	but if you could find a way to prevent some of it , and i'm not sure what it would be . it would be money better  spent than,	30	12
156671:38	165	3	yes	4.1	old	other	unmodified	but if you could find a way to prevent some of it , and i'm not sure what it would be . it would be money better  spent than,	30	12
63704:23	214	2	no	5.7	med	other	unmodified	now, okay, we run into some problems once,	8	12
63704:23	77	2	no	5.7	med	other	unmodified	now, okay, we run into some problems once,	8	12
63704:23	187	4	no	5.7	med	other	unmodified	now, okay, we run into some problems once,	8	12
63704:23	193	1	no	5.7	med	other	unmodified	now, okay, we run into some problems once,	8	12
63704:23	110	1	no	5.7	med	other	unmodified	now, okay, we run into some problems once,	8	12
63704:23	104	1	no	5.7	med	other	unmodified	now, okay, we run into some problems once,	8	12
63704:23	61	2	no	5.7	med	other	unmodified	now, okay, we run into some problems once,	8	12
63704:23	199	7	no	5.7	med	other	unmodified	now, okay, we run into some problems once,	8	12
63704:23	190	1	no	5.7	med	other	unmodified	now, okay, we run into some problems once,	8	12
63704:23	103	1	no	5.7	med	other	unmodified	now, okay, we run into some problems once,	8	12
146662:13	201	3	no	6.4	new	other	modified	and there are some fire stations i can take newspapers to	11	12
146662:13	187	5	no	6.4	new	other	modified	and there are some fire stations i can take newspapers to	11	12
146662:13	151	5	no	6.4	new	other	modified	and there are some fire stations i can take newspapers to	11	12
146662:13	53	4	no	6.4	new	other	modified	and there are some fire stations i can take newspapers to	11	12
146662:13	113	6	no	6.4	new	other	modified	and there are some fire stations i can take newspapers to	11	12
146662:13	72	3	no	6.4	new	other	modified	and there are some fire stations i can take newspapers to	11	12
146662:13	103	6	no	6.4	new	other	modified	and there are some fire stations i can take newspapers to	11	12
146662:13	58	2	no	6.4	new	other	modified	and there are some fire stations i can take newspapers to	11	12
146662:13	216	7	no	6.4	new	other	modified	and there are some fire stations i can take newspapers to	11	12
146662:13	89	4	no	6.4	new	other	modified	and there are some fire stations i can take newspapers to	11	12
20307:42	214	5	no	6.2	med	other	unmodified	i thought maybe you had come from somewhere else and had some experience with taxes there.	16	12
20307:42	198	1	no	6.2	med	other	unmodified	i thought maybe you had come from somewhere else and had some experience with taxes there.	16	12
20307:42	191	3	no	6.2	med	other	unmodified	i thought maybe you had come from somewhere else and had some experience with taxes there.	16	12
20307:42	136	1	no	6.2	med	other	unmodified	i thought maybe you had come from somewhere else and had some experience with taxes there.	16	12
20307:42	192	1	no	6.2	med	other	unmodified	i thought maybe you had come from somewhere else and had some experience with taxes there.	16	12
20307:42	187	6	no	6.2	med	other	unmodified	i thought maybe you had come from somewhere else and had some experience with taxes there.	16	12
20307:42	50	1	no	6.2	med	other	unmodified	i thought maybe you had come from somewhere else and had some experience with taxes there.	16	12
20307:42	112	2	no	6.2	med	other	unmodified	i thought maybe you had come from somewhere else and had some experience with taxes there.	16	12
20307:42	240	1	no	6.2	med	other	unmodified	i thought maybe you had come from somewhere else and had some experience with taxes there.	16	12
