Time,Participant,Condition,Item,Response.orig,Response,RT,Weaker,Stronger,Sentence frame,scalar_construction,scalar_construction_prefix
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,14,No.,0,2636,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615663035,bd1fdd2adccc3a9d7a481317727ff96e,ESI,14,No.,0,2659,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615663245,b981462144525ca196fda66f6810f02e,ESI,14,No.,0,6118,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615668280,e15d0569159051f0b33deff1c830134b,ESI,14,No.,0,2229,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615668430,42b311f09b96fc344f2c6e3af4a14503,ESI,14,No.,0,4354,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615668658,f291de33e558d978a70537d0e62d483c,ESI,14,No.,0,7780,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615668685,be4e8d0be017435b4c23b082606a51a5,ESI,14,No.,0,3580,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615668744,e88be932185082540d96daffce2556dc,ESI,14,No.,0,3079,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1620000000,031e6385409fd8dc8abe6a3ad061c8bb,ESI,14,No.,0,11710,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615668970,38623486e30ff1dbd78928529537a036,ESI,14,No.,0,2384,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615668994,2241ca8b786deac7f57ec72f1f8bd782,ESI,14,No.,0,4214,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615669013,c882471fa5b43f3e97acb82b089c3a1b,ESI,14,No.,0,5409,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615669681,d66fa44744dcf7d8b83ff007d988caec,ESI,14,Yes.,1,1019,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615669687,5ce8c300725ae303b123f21f51304fe9,ESI,14,No.,0,2244,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615669699,63fb01b8f411c380be7e50a317b0990a,ESI,14,No.,0,2809,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615669765,88f1041932e3d4ee048e1477da67c432,ESI,14,No.,0,1880,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615669909,52f98c4e327d1934a4fc34638444a68a,ESI,14,No.,0,3103,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615669915,ba221f80c6be1fda45d30519339cfe97,ESI,14,No.,0,8561,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615669924,a47485926b6cabf0ff72a91afea32f53,ESI,14,No.,0,2694,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615669959,94ebb44774f832a31efb0eae02c17a3d,ESI,14,No.,0,1683,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615670095,7c024023336d4faca9d1d22f7d3b87a3,ESI,14,No.,0,4874,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615670145,b265fadeae4df674e0d98a0ce8ca0c8f,ESI,14,No.,0,4449,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615670155,f626705eb9bd41dbead310269fa6beeb,ESI,14,No.,0,3234,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615670256,3ed4b1c43f82421d2953381e687dff16,ESI,14,Yes.,1,3195,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615670373,15747ac9317be0d944d63f71361af567,ESI,14,No.,0,3388,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615670381,c990467380156c81e13f3f24f7d03cac,ESI,14,No.,0,5987,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615670470,f6c69fed535edb9c17b53ed006f9ee6e,ESI,14,No.,0,2979,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615670475,8846abd3699fa6ac62b79f57605c63a2,ESI,14,No.,0,17539,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615670693,9aaca64782b1454fa11c95dcf7c182b3,ESI,14,No.,0,5475,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615670805,db610f73c53e8a3eb5cf2c3478a83f92,ESI,14,No.,0,2451,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615670872,b3f6e1489b9ca394a6d041b6580ce795,ESI,14,No.,0,5968,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615670877,2279048d0f20208c66d6ebf3e0c3f214,ESI,14,No.,0,4480,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615670975,3e059dc6361b6f3084cb5f3212cb4419,ESI,14,No.,0,2448,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615671098,0d0b3abbe352b34aa59b4a5ef6b5dd67,ESI,14,No.,0,6363,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615671153,4895f0fd9638cd53916a306dacc78ad9,ESI,14,No.,0,2131,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615671237,45e427b66eed558aeb3a082711b42602,ESI,14,No.,0,4727,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615672074,7fd614b6f584d6d57b894acb1d752df2,ESI,14,No.,0,5486,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615672780,745f487ece4b604ffc7f190fed2dfe56,ESI,14,No.,0,3736,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615673131,282c2204b26e19c4d725dbf4191d8355,ESI,14,No.,0,11774,funny,hilarious,The movie is funny.,"The movie is funny, but not hilarious.","The movie is funny, but not "
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,15,Yes.,1,9005,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,15,No.,0,2061,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615663035,bd1fdd2adccc3a9d7a481317727ff96e,ESI,15,No.,0,4684,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615663245,b981462144525ca196fda66f6810f02e,ESI,15,Yes.,1,4753,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615668280,e15d0569159051f0b33deff1c830134b,ESI,15,No.,0,1820,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615668430,42b311f09b96fc344f2c6e3af4a14503,ESI,15,Yes.,1,6432,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615668658,f291de33e558d978a70537d0e62d483c,ESI,15,No.,0,4853,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615668685,be4e8d0be017435b4c23b082606a51a5,ESI,15,Yes.,1,9518,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615668744,e88be932185082540d96daffce2556dc,ESI,15,No.,0,6516,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1620000000,031e6385409fd8dc8abe6a3ad061c8bb,ESI,15,No.,0,2342,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615668970,38623486e30ff1dbd78928529537a036,ESI,15,Yes.,1,2598,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615668994,2241ca8b786deac7f57ec72f1f8bd782,ESI,15,Yes.,1,4037,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615669013,c882471fa5b43f3e97acb82b089c3a1b,ESI,15,Yes.,1,5173,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615669681,d66fa44744dcf7d8b83ff007d988caec,ESI,15,Yes.,1,1650,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615669687,5ce8c300725ae303b123f21f51304fe9,ESI,15,No.,0,2952,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615669699,63fb01b8f411c380be7e50a317b0990a,ESI,15,No.,0,3225,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615669765,88f1041932e3d4ee048e1477da67c432,ESI,15,No.,0,3063,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615669909,52f98c4e327d1934a4fc34638444a68a,ESI,15,No.,0,2743,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615669915,ba221f80c6be1fda45d30519339cfe97,ESI,15,No.,0,5328,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615669924,a47485926b6cabf0ff72a91afea32f53,ESI,15,No.,0,2833,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615669959,94ebb44774f832a31efb0eae02c17a3d,ESI,15,No.,0,2859,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615670095,7c024023336d4faca9d1d22f7d3b87a3,ESI,15,Yes.,1,4314,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615670145,b265fadeae4df674e0d98a0ce8ca0c8f,ESI,15,No.,0,2286,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615670155,f626705eb9bd41dbead310269fa6beeb,ESI,15,No.,0,9204,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615670256,3ed4b1c43f82421d2953381e687dff16,ESI,15,No.,0,3445,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615670373,15747ac9317be0d944d63f71361af567,ESI,15,Yes.,1,2810,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615670381,c990467380156c81e13f3f24f7d03cac,ESI,15,No.,0,7133,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615670470,f6c69fed535edb9c17b53ed006f9ee6e,ESI,15,No.,0,7504,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615670475,8846abd3699fa6ac62b79f57605c63a2,ESI,15,No.,0,13645,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615670693,9aaca64782b1454fa11c95dcf7c182b3,ESI,15,No.,0,9956,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615670805,db610f73c53e8a3eb5cf2c3478a83f92,ESI,15,No.,0,4359,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615670872,b3f6e1489b9ca394a6d041b6580ce795,ESI,15,No.,0,3269,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615670877,2279048d0f20208c66d6ebf3e0c3f214,ESI,15,No.,0,12858,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615670975,3e059dc6361b6f3084cb5f3212cb4419,ESI,15,No.,0,5720,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615671098,0d0b3abbe352b34aa59b4a5ef6b5dd67,ESI,15,No.,0,4371,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615671153,4895f0fd9638cd53916a306dacc78ad9,ESI,15,Yes.,1,17364,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615671237,45e427b66eed558aeb3a082711b42602,ESI,15,No.,0,16438,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615672074,7fd614b6f584d6d57b894acb1d752df2,ESI,15,No.,0,6007,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615672780,745f487ece4b604ffc7f190fed2dfe56,ESI,15,Yes.,1,5234,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615673131,282c2204b26e19c4d725dbf4191d8355,ESI,15,No.,0,4597,good,excellent,The movie is good.,"The movie is good, but not excellent.","The movie is good, but not "
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,16,No.,0,7091,happy,ecstatic,The winner was happy.,"The winner was happy, but not ecstatic.","The winner was happy, but not "
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,16,No.,0,1983,happy,ecstatic,The winner was happy.,"The winner was happy, but not ecstatic.","The winner was happy, but not "
1615663035,bd1fdd2adccc3a9d7a481317727ff96e,ESI,16,No.,0,7900,happy,ecstatic,The winner was happy.,"The winner was happy, but not ecstatic.","The winner was happy, but not "
1615663245,b981462144525ca196fda66f6810f02e,ESI,16,No.,0,2811,happy,ecstatic,The winner was happy.,"The winner was happy, but not ecstatic.","The winner was happy, but not "
1615668280,e15d0569159051f0b33deff1c830134b,ESI,16,No.,0,3496,happy,ecstatic,The winner was happy.,"The winner was happy, but not ecstatic.","The winner was happy, but not "
1615668430,42b311f09b96fc344f2c6e3af4a14503,ESI,16,No.,0,5313,happy,ecstatic,The winner was happy.,"The winner was happy, but not ecstatic.","The winner was happy, but not "
1615668658,f291de33e558d978a70537d0e62d483c,ESI,16,No.,0,5651,happy,ecstatic,The winner was happy.,"The winner was happy, but not ecstatic.","The winner was happy, but not "
1615668685,be4e8d0be017435b4c23b082606a51a5,ESI,16,No.,0,5311,happy,ecstatic,The winner was happy.,"The winner was happy, but not ecstatic.","The winner was happy, but not "
1615668744,e88be932185082540d96daffce2556dc,ESI,16,No.,0,4134,happy,ecstatic,The winner was happy.,"The winner was happy, but not ecstatic.","The winner was happy, but not "
1620000000,031e6385409fd8dc8abe6a3ad061c8bb,ESI,16,No.,0,3550,happy,ecstatic,The winner was happy.,"The winner was happy, but not ecstatic.","The winner was happy, but not "
1615668970,38623486e30ff1dbd78928529537a036,ESI,16,No.,0,2593,happy,ecstatic,The winner was happy.,"The winner was happy, but not ecstatic.","The winner was happy, but not "
1615668994,2241ca8b786deac7f57ec72f1f8bd782,ESI,16,No.,0,5889,happy,ecstatic,The winner was happy.,"The winner was happy, but not ecstatic.","The winner was happy, but not "
1615669013,c882471fa5b43f3e97acb82b089c3a1b,ESI,16,No.,0,6971,happy,ecstatic,The winner was happy.,"The winner was happy, but not ecstatic.","The winner was happy, but not "
1615669681,d66fa44744dcf7d8b83ff007d988caec,ESI,16,Yes.,1,2038,happy,ecstatic,The winner was happy.,"The winner was happy, but not ecstatic.","The winner was happy, but not "
1615669687,5ce8c300725ae303b123f21f51304fe9,ESI,16,No.,0,13268,happy,ecstatic,The winner was happy.,"The winner was happy, but not ecstatic.","The winner was happy, but not "
